Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Choe T.E., Cohen I., Medioni G.",3-D shape reconstruction of retinal fundus,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1641032,2277,2284,,7,10.1109/CVPR.2006.10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845410951&doi=10.1109%2fCVPR.2006.10&partnerID=40&md5=e468318e4b1f0d5ff067457bd45a2f5c,"Institute for Robotics and Intelligent Systems, University of Southern California, United States","Choe, T.E., Institute for Robotics and Intelligent Systems, University of Southern California, United States; Cohen, I., Institute for Robotics and Intelligent Systems, University of Southern California, United States; Medioni, G., Institute for Robotics and Intelligent Systems, University of Southern California, United States",Conference Paper,Scopus,2-s2.0-33845410951
"Kokkinos I., Maragos P., Yuille A.",Bottom-up & top-down object detection using primal sketch features and graphical models,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1640984,1893,1900,,16,10.1109/CVPR.2006.74,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845571966&doi=10.1109%2fCVPR.2006.74&partnerID=40&md5=73e686b347333e2d2469d8957f4211e1,"School of Electrical and Computer Engineering, National Technical University of Athens, Greece; Department of Statistics and Psychology, University of California, Los Angeles, United States","Kokkinos, I., School of Electrical and Computer Engineering, National Technical University of Athens, Greece; Maragos, P., School of Electrical and Computer Engineering, National Technical University of Athens, Greece; Yuille, A., Department of Statistics and Psychology, University of California, Los Angeles, United States",Conference Paper,Scopus,2-s2.0-33845571966
"Feng K., Rong J., Sukthankar R.",Correlated label propagation with application to multi-label learning,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1640962,1719,1726,,77,10.1109/CVPR.2006.90,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845583962&doi=10.1109%2fCVPR.2006.90&partnerID=40&md5=167ad8934c787168cf6030af70c0902c,"Michigan State University, United States; Intel Research Pittsburgh, United States; Robotics Institute, Carnegie Mellon, United States","Feng, K., Michigan State University, United States; Rong, J., Michigan State University, United States; Sukthankar, R., Intel Research Pittsburgh, United States, Robotics Institute, Carnegie Mellon, United States",Conference Paper,Scopus,2-s2.0-33845583962
"Ramanan D., Sminchisescu C.",Training deformable models for localization,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640761,206,213,,34,10.1109/CVPR.2006.315,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845576119&doi=10.1109%2fCVPR.2006.315&partnerID=40&md5=d3e0c450d624022514864a7e6b58c178,"Toyota Technological Institute at Chicago, Chicago, IL 60637, United States","Ramanan, D., Toyota Technological Institute at Chicago, Chicago, IL 60637, United States; Sminchisescu, C., Toyota Technological Institute at Chicago, Chicago, IL 60637, United States",Conference Paper,Scopus,2-s2.0-33845576119
"Vasconcelos M., Carneiro G., Vasconcelos N.",Weakly supervised top-down image segmentation,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640860,1001,1006,,13,10.1109/CVPR.2006.333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845594948&doi=10.1109%2fCVPR.2006.333&partnerID=40&md5=a0946774bc46fde27164123552306105,"Statistical Visual Computing Lab., University of California, San Diego, United States; Integrated Data Systems, Siemens Corporate Research, United States","Vasconcelos, M., Statistical Visual Computing Lab., University of California, San Diego, United States; Carneiro, G., Integrated Data Systems, Siemens Corporate Research, United States; Vasconcelos, N., Statistical Visual Computing Lab., University of California, San Diego, United States",Conference Paper,Scopus,2-s2.0-33845594948
Gluckman J.,Scale variant image pyramids,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640869,1069,1075,,6,10.1109/CVPR.2006.265,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845564947&doi=10.1109%2fCVPR.2006.265&partnerID=40&md5=b4553c9bfdbd68373d10810966948177,"Polytechnic University, Brooklyn, NY, United States","Gluckman, J., Polytechnic University, Brooklyn, NY, United States",Conference Paper,Scopus,2-s2.0-33845564947
"Qìngxióng Y., Liang W., Ruigang Y., Stewénius H., Nistér D.","Stereo matching with color-weighted correlation, hierarchical belief propagation and occlusion handling",2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1641041,2347,2354,,78,10.1109/CVPR.2006.292,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845598031&doi=10.1109%2fCVPR.2006.292&partnerID=40&md5=19c9cce0f0e204b0972f15263510672b,"Center for Visualization and Virtual Environments, Department of Computer Science, University of Kentucky, United States","Qìngxióng, Y., Center for Visualization and Virtual Environments, Department of Computer Science, University of Kentucky, United States; Liang, W., Center for Visualization and Virtual Environments, Department of Computer Science, University of Kentucky, United States; Ruigang, Y., Center for Visualization and Virtual Environments, Department of Computer Science, University of Kentucky, United States; Stewénius, H., Center for Visualization and Virtual Environments, Department of Computer Science, University of Kentucky, United States; Nistér, D., Center for Visualization and Virtual Environments, Department of Computer Science, University of Kentucky, United States",Conference Paper,Scopus,2-s2.0-33845598031
"Yu T., Ahuja N., Chen W.-C.",SDG cut: 3D reconstruction of non-lambertian objects using graph cuts on surface distance grid,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1641031,2269,2276,,6,10.1109/CVPR.2006.267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845595946&doi=10.1109%2fCVPR.2006.267&partnerID=40&md5=831f295c921871950e1a1f131d8b3bae,"Beckman Institute, ECE Department, Univ. of Illinois at Urbana-Champaign, Urbana, IL 61801, United States; Nvidia Corporation, 2701 San Tomas Expressway, Santa Clara, CA 95051, United States; Embeded Imaging System Group, Motorola Labs.","Yu, T., Beckman Institute, ECE Department, Univ. of Illinois at Urbana-Champaign, Urbana, IL 61801, United States, Embeded Imaging System Group, Motorola Labs.; Ahuja, N., Beckman Institute, ECE Department, Univ. of Illinois at Urbana-Champaign, Urbana, IL 61801, United States; Chen, W.-C., Nvidia Corporation, 2701 San Tomas Expressway, Santa Clara, CA 95051, United States",Conference Paper,Scopus,2-s2.0-33845595946
"Chan J., Ziftci C., Forsyth D.",Searching off-line arabic documents,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1640928,1455,1462,,31,10.1109/CVPR.2006.269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845581507&doi=10.1109%2fCVPR.2006.269&partnerID=40&md5=af3e580375a5e6e68773882905d7d46b,"University of Illinois, 201 N. Goodwin Ave, Urbana, IL 61801, United States","Chan, J., University of Illinois, 201 N. Goodwin Ave, Urbana, IL 61801, United States; Ziftci, C., University of Illinois, 201 N. Goodwin Ave, Urbana, IL 61801, United States; Forsyth, D., University of Illinois, 201 N. Goodwin Ave, Urbana, IL 61801, United States",Conference Paper,Scopus,2-s2.0-33845581507
"Xiao T., Georgescu B., Zhou X., Comaniciu D., Kanade T.",Simultaneous registration and modeling of deformable shapes,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1641051,2429,2436,,2,10.1109/CVPR.2006.280,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845563916&doi=10.1109%2fCVPR.2006.280&partnerID=40&md5=49e73161af41eea648819cf23909db2e,"Epson Palo Alto Lab., CA, United States; Siemens Corporate Research, NJ, United States; Robotics Institute, CMU, PA, United States","Xiao, T., Epson Palo Alto Lab., CA, United States; Georgescu, B., Siemens Corporate Research, NJ, United States; Zhou, X., Siemens Corporate Research, NJ, United States; Comaniciu, D., Siemens Corporate Research, NJ, United States; Kanade, T., Robotics Institute, CMU, PA, United States",Conference Paper,Scopus,2-s2.0-33845563916
"Perera A.G.A., Srinivas C., Hoogs A., Brooksby G., Hu W.",Multi-object tracking through simultaneous long occlusions and split-merge conditions,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640818,666,673,,90,10.1109/CVPR.2006.195,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845592424&doi=10.1109%2fCVPR.2006.195&partnerID=40&md5=d9f288a464bb1fba564155c0bf99dc4b,"GE Global Research, One Research Circle, Niskayuna, NY 12309, United States","Perera, A.G.A., GE Global Research, One Research Circle, Niskayuna, NY 12309, United States; Srinivas, C., GE Global Research, One Research Circle, Niskayuna, NY 12309, United States; Hoogs, A., GE Global Research, One Research Circle, Niskayuna, NY 12309, United States; Brooksby, G., GE Global Research, One Research Circle, Niskayuna, NY 12309, United States; Hu, W., GE Global Research, One Research Circle, Niskayuna, NY 12309, United States",Conference Paper,Scopus,2-s2.0-33845592424
"Quynh Dinh H., Kropac S.",Multi-resolution spin-images,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640843,863,870,,25,10.1109/CVPR.2006.197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845564761&doi=10.1109%2fCVPR.2006.197&partnerID=40&md5=50203d1c49c7761747e4934d3cfdb4ba,"Department of Computer Science, Stevens Institute of Technology, United States","Quynh Dinh, H., Department of Computer Science, Stevens Institute of Technology, United States; Kropac, S., Department of Computer Science, Stevens Institute of Technology, United States",Conference Paper,Scopus,2-s2.0-33845564761
"Hammoud R.I., Davis J.W.",Welcome message from the chairs,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2006,,1640571,,,,,10.1109/CVPRW.2006.214,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845588640&doi=10.1109%2fCVPRW.2006.214&partnerID=40&md5=88234418998b2981105db476710208b6,"Delphi Electronics and Safety, United States; Ohio State University, United States","Hammoud, R.I., Delphi Electronics and Safety, United States; Davis, J.W., Ohio State University, United States",Editorial,Scopus,2-s2.0-33845588640
Guskov I.,Kernel-based template alignment,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640811,610,617,,3,10.1109/CVPR.2006.162,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845598311&doi=10.1109%2fCVPR.2006.162&partnerID=40&md5=ff675052b2b3c9676c3d8b9479c30586,"University of Michigan, Ann Arbor, United States","Guskov, I., University of Michigan, Ann Arbor, United States",Conference Paper,Scopus,2-s2.0-33845598311
"Sundaramoorthi G., Jackson J.D., Yezzi A., Mennucci A.C.",Tracking with Sobolev active contours,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640819,674,680,,18,10.1109/CVPR.2006.314,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845579922&doi=10.1109%2fCVPR.2006.314&partnerID=40&md5=2c01b670e91c26606717c902d036a3b8,"School of Electrical and Computer Engineering, Georgia Institute of Technology, United States; Scuola Normale Superiore, Italy","Sundaramoorthi, G., School of Electrical and Computer Engineering, Georgia Institute of Technology, United States; Jackson, J.D., School of Electrical and Computer Engineering, Georgia Institute of Technology, United States; Yezzi, A., School of Electrical and Computer Engineering, Georgia Institute of Technology, United States; Mennucci, A.C., Scuola Normale Superiore, Italy",Conference Paper,Scopus,2-s2.0-33845579922
"Sminchisescu C., Kanaujia A., Metaxas D.",Learning joint top-down and bottom-up processes for 3D visual inference,2006,Proceedings of the IEEE Computer Society Conference on Computer  Vision and Pattern Recognition,2,,1640965,1743,1750,,34,10.1109/CVPR.2006.169,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845566915&doi=10.1109%2fCVPR.2006.169&partnerID=40&md5=c2123f4322c7df527b9ec5607adc6ab3,"TTI-C, United States; Rutgers University, United States","Sminchisescu, C., TTI-C, United States; Kanaujia, A., Rutgers University, United States; Metaxas, D., Rutgers University, United States",Conference Paper,Scopus,2-s2.0-33845566915
"Wang G., Zhang Y., Fei-Fei L.",Using dependent regions for object categorization in a generative framework,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1640947,1597,1604,,60,10.1109/CVPR.2006.324,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845591067&doi=10.1109%2fCVPR.2006.324&partnerID=40&md5=9b9ca6c3c27130a95974d73f655fc6ea,"Dept. of Electrical and Computer Engineering, University of Illinois Urbana-Champaign (UIUC), 405 N. Mathews Ave., Urbana, IL 61801, United States; Dept. of Information Engineering, Harbin Institute of Technology, Harbin, China","Wang, G., Dept. of Electrical and Computer Engineering, University of Illinois Urbana-Champaign (UIUC), 405 N. Mathews Ave., Urbana, IL 61801, United States, Dept. of Information Engineering, Harbin Institute of Technology, Harbin, China; Zhang, Y., Dept. of Information Engineering, Harbin Institute of Technology, Harbin, China; Fei-Fei, L., Dept. of Electrical and Computer Engineering, University of Illinois Urbana-Champaign (UIUC), 405 N. Mathews Ave., Urbana, IL 61801, United States",Conference Paper,Scopus,2-s2.0-33845591067
"Hoi S.C.H., Liu W., Lyu M.R., Wei-Ying M.",Learning distance metrics with contextual constraints for image retrieval,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1641007,2072,2078,,109,10.1109/CVPR.2006.167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845594193&doi=10.1109%2fCVPR.2006.167&partnerID=40&md5=24b64c45083f213e7fb4e8e62444cb1f,"Chinese University of Hong Kong, Hong Kong; Microsoft Research Asia, Beijing, China","Hoi, S.C.H., Chinese University of Hong Kong, Hong Kong; Liu, W., Chinese University of Hong Kong, Hong Kong; Lyu, M.R., Chinese University of Hong Kong, Hong Kong; Wei-Ying, M., Microsoft Research Asia, Beijing, China",Conference Paper,Scopus,2-s2.0-33845594193
"Peng W., Qiang J.",Performance modeling and prediction of face recognition systems,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1640943,1566,1573,,2,10.1109/CVPR.2006.222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845591647&doi=10.1109%2fCVPR.2006.222&partnerID=40&md5=c1c0adf9b6be8625e8af1f0bb6bed732,"Section of Biomedical Image Analysis, Department of Radiology, University of Pennsylvania, United States; Department of Electrical, Computer and Systems Engineering, Rensselaer Polytechnic Institute, United States","Peng, W., Section of Biomedical Image Analysis, Department of Radiology, University of Pennsylvania, United States; Qiang, J., Department of Electrical, Computer and Systems Engineering, Rensselaer Polytechnic Institute, United States",Conference Paper,Scopus,2-s2.0-33845591647
"Rav-Acha A., Pritch Y., Peleg S.",Making a long video short: Dynamic video synopsis,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640790,435,441,,93,10.1109/CVPR.2006.179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845595509&doi=10.1109%2fCVPR.2006.179&partnerID=40&md5=14ead2c963ed57c6cf3232de52ebfbfa,"School of Computer Science and Engineering, Hebrew University of Jerusalem, 91904 Jerusalem, Israel","Rav-Acha, A., School of Computer Science and Engineering, Hebrew University of Jerusalem, 91904 Jerusalem, Israel; Pritch, Y., School of Computer Science and Engineering, Hebrew University of Jerusalem, 91904 Jerusalem, Israel; Peleg, S., School of Computer Science and Engineering, Hebrew University of Jerusalem, 91904 Jerusalem, Israel",Conference Paper,Scopus,2-s2.0-33845595509
"Farenzena M., Fusiello A., Dovier A.",Reconstruction with interval constraints propagation,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640884,1185,1191,,11,10.1109/CVPR.2006.246,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845582113&doi=10.1109%2fCVPR.2006.246&partnerID=40&md5=c5256c8695cbf5939645889cd8d6d9eb,"Univ. of Verona (IT), Dip. di Informatica, Italy; Univ. of Udine (IT), DIMI, Italy","Farenzena, M., Univ. of Verona (IT), Dip. di Informatica, Italy; Fusiello, A., Univ. of Verona (IT), Dip. di Informatica, Italy; Dovier, A., Univ. of Udine (IT), DIMI, Italy",Conference Paper,Scopus,2-s2.0-33845582113
"Moon K., Pavlović V.",Impact of dynamics on subspace embedding and tracking of sequences,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640760,198,205,,21,10.1109/CVPR.2006.148,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845594952&doi=10.1109%2fCVPR.2006.148&partnerID=40&md5=e1b4f5348eac071da9c447f430ec5aff,"Department of Computer Science, Rutgers University, Piscataway, NJ 08854, United States","Moon, K., Department of Computer Science, Rutgers University, Piscataway, NJ 08854, United States; Pavlović, V., Department of Computer Science, Rutgers University, Piscataway, NJ 08854, United States",Conference Paper,Scopus,2-s2.0-33845594952
"Chen T., Goesele M., Seidel H.-P.",Mesostructure from specularity,2006,Proceedings of the IEEE Computer Society Conference on Computer  Vision and Pattern Recognition,2,,1640975,1825,1832,,54,10.1109/CVPR.2006.182,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845597487&doi=10.1109%2fCVPR.2006.182&partnerID=40&md5=d5ac6ce52b9ea11569affdd2b7f39611,"MPI Informatik, Germany; University of Washington, United States","Chen, T., MPI Informatik, Germany; Goesele, M., University of Washington, United States; Seidel, H.-P., MPI Informatik, Germany",Conference Paper,Scopus,2-s2.0-33845597487
"Orner I., Werman M.",The bottleneck geodesic: Computing pixel affinity,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1640985,1901,1907,,3,10.1109/CVPR.2006.302,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845596355&doi=10.1109%2fCVPR.2006.302&partnerID=40&md5=12596059feb4fa972dd0ea680fabe9fe,"Hebrew University of Jerusalem, Israel, Ross Building, Givat Ram Campus, 91904 Jerusalem, Israel","Orner, I., Hebrew University of Jerusalem, Israel, Ross Building, Givat Ram Campus, 91904 Jerusalem, Israel; Werman, M., Hebrew University of Jerusalem, Israel, Ross Building, Givat Ram Campus, 91904 Jerusalem, Israel",Conference Paper,Scopus,2-s2.0-33845596355
"Kaufhold J., Kaucic R., Abbott J.",Distributed cost boosting and bounds on mis-classification cost,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640753,146,153,,3,10.1109/CVPR.2006.103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845581512&doi=10.1109%2fCVPR.2006.103&partnerID=40&md5=4f1e9fee68d92dba76c2d2953d64eb6e,"SAIC, McLean, VA 22102, United States; GE Global Research, Niskayuna, NY 12309, United States","Kaufhold, J., SAIC, McLean, VA 22102, United States; Kaucic, R., GE Global Research, Niskayuna, NY 12309, United States; Abbott, J., SAIC, McLean, VA 22102, United States",Conference Paper,Scopus,2-s2.0-33845581512
"Tai Y.-W., Tong W.-S., Tang C.-K.",Perceptually-inspired and edge-directed color image super-resolution,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1640991,1948,1955,,27,10.1109/CVPR.2006.221,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845586107&doi=10.1109%2fCVPR.2006.221&partnerID=40&md5=3e9b1c55346025b08b1033e998c9bf6f,"Vision and Graphics Group, Hong Kong University of Science and Technology, Hong Kong","Tai, Y.-W., Vision and Graphics Group, Hong Kong University of Science and Technology, Hong Kong; Tong, W.-S., Vision and Graphics Group, Hong Kong University of Science and Technology, Hong Kong; Tang, C.-K., Vision and Graphics Group, Hong Kong University of Science and Technology, Hong Kong",Conference Paper,Scopus,2-s2.0-33845586107
"Osadchy M., Keren D.",Incorporating the Boltzmann prior in object detection using SVM,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1641010,2095,2101,,5,10.1109/CVPR.2006.152,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845580517&doi=10.1109%2fCVPR.2006.152&partnerID=40&md5=ff26f1c389a12bc04cb1183abb9afac8,"Computer Science Department, University of Haifa, Mount Carmel, Haifa 31905, Israel","Osadchy, M., Computer Science Department, University of Haifa, Mount Carmel, Haifa 31905, Israel; Keren, D., Computer Science Department, University of Haifa, Mount Carmel, Haifa 31905, Israel",Conference Paper,Scopus,2-s2.0-33845580517
"Liang L., Wen F., Xu Y.-Q., Tang X., Shum H.-Y.",Accurate face alignment using shape constrained Markov network,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640901,1313,1320,,24,10.1109/CVPR.2006.45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845589858&doi=10.1109%2fCVPR.2006.45&partnerID=40&md5=6522a551cff311948947c4d126abb3a5,"Visual Computing Group, Microsoft Research Asia, Beijing 100080, China","Liang, L., Visual Computing Group, Microsoft Research Asia, Beijing 100080, China; Wen, F., Visual Computing Group, Microsoft Research Asia, Beijing 100080, China; Xu, Y.-Q., Visual Computing Group, Microsoft Research Asia, Beijing 100080, China; Tang, X., Visual Computing Group, Microsoft Research Asia, Beijing 100080, China; Shum, H.-Y., Visual Computing Group, Microsoft Research Asia, Beijing 100080, China",Conference Paper,Scopus,2-s2.0-33845589858
"Peyré G., Cohen L.D.",Landmark-based geodesic computation for heuristically driven path planning,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1641026,2229,2236,,7,10.1109/CVPR.2006.163,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845592410&doi=10.1109%2fCVPR.2006.163&partnerID=40&md5=904473b0d0f970fee973e05467432959,"CMAP, UMR CNRS 7641, École Polytechnique, 91128 Palaiseau, France; CEREMADE, UMR CNRS 7534, Université Paris Dauphine, 75775 Paris, France","Peyré, G., CMAP, UMR CNRS 7641, École Polytechnique, 91128 Palaiseau, France; Cohen, L.D., CEREMADE, UMR CNRS 7534, Université Paris Dauphine, 75775 Paris, France",Conference Paper,Scopus,2-s2.0-33845592410
"Zivkovic Z., Verbeek J.",Transformation invariant component analysis for binary images,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640767,254,259,,9,10.1109/CVPR.2006.316,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845572353&doi=10.1109%2fCVPR.2006.316&partnerID=40&md5=6553b56d68e7deb57abf230dd73b40bf,"ISLA Lab., University of Amsterdam, Netherlands; GRAVIR-INRIA, 655 av. de l'Europe, 38330 Montbonnot, France","Zivkovic, Z., ISLA Lab., University of Amsterdam, Netherlands; Verbeek, J., GRAVIR-INRIA, 655 av. de l'Europe, 38330 Montbonnot, France",Conference Paper,Scopus,2-s2.0-33845572353
"Wang J., Yin L., Wei X., Sun Y.",3D facial expression recognition based on primitive surface feature distribution,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1640921,1399,1406,,148,10.1109/CVPR.2006.14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845574638&doi=10.1109%2fCVPR.2006.14&partnerID=40&md5=80d993542578c8dbc39d8e3297e53644,"Department of Computer Science, State University of New York, Binghamton, NY 13902, United States","Wang, J., Department of Computer Science, State University of New York, Binghamton, NY 13902, United States; Yin, L., Department of Computer Science, State University of New York, Binghamton, NY 13902, United States; Wei, X., Department of Computer Science, State University of New York, Binghamton, NY 13902, United States; Sun, Y., Department of Computer Science, State University of New York, Binghamton, NY 13902, United States",Conference Paper,Scopus,2-s2.0-33845574638
"Qihui Z., Jianbo S.",Shape from shading: Recognizing the mountains through a global view,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2,,1640977,1839,1846,,3,10.1109/CVPR.2006.275,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845576115&doi=10.1109%2fCVPR.2006.275&partnerID=40&md5=4fe5094537b9bfb46833bda785b2d40b,"Dept. of Computer and Information Science, University of Pennsylvania, Philadelphia, PA 19104, United States","Qihui, Z., Dept. of Computer and Information Science, University of Pennsylvania, Philadelphia, PA 19104, United States; Jianbo, S., Dept. of Computer and Information Science, University of Pennsylvania, Philadelphia, PA 19104, United States",Conference Paper,Scopus,2-s2.0-33845576115
"Subbarao R., Meer P.",Nonlinear mean shift for clustering over analytic manifolds,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640882,1168,1175,,45,10.1109/CVPR.2006.210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845570918&doi=10.1109%2fCVPR.2006.210&partnerID=40&md5=1dcc80ba0cb89a210fad9c89b3070f57,"Department of Electrical and Computer Engineering, Rutgers University, Piscataway, NJ 08854, United States","Subbarao, R., Department of Electrical and Computer Engineering, Rutgers University, Piscataway, NJ 08854, United States; Meer, P., Department of Electrical and Computer Engineering, Rutgers University, Piscataway, NJ 08854, United States",Conference Paper,Scopus,2-s2.0-33845570918
"Hou X., Liu C.-L., Tan T.",Learning boosted asymmetric classifiers for object detection,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640777,330,335,,19,10.1109/CVPR.2006.166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845597493&doi=10.1109%2fCVPR.2006.166&partnerID=40&md5=ff29ea2ab43b66d0a376c855cdf2abc2,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Science, 100080, Beijing, China","Hou, X., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Science, 100080, Beijing, China; Liu, C.-L., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Science, 100080, Beijing, China; Tan, T., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Science, 100080, Beijing, China",Conference Paper,Scopus,2-s2.0-33845597493
"Morariu V.I., Camps O.I.",Modeling correspondences for multi-camera tracking using nonlinear manifold learning and target dynamics,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640803,545,552,,24,10.1109/CVPR.2006.189,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845564764&doi=10.1109%2fCVPR.2006.189&partnerID=40&md5=95d403456fa43c71d36aa06a3695e32c,"Computer Vision Laboratory, University of Maryland, College Park, MD 20742, United States; Department of Electrical Engineering, Pennsylvania State University, University Park, PA 16802, United States","Morariu, V.I., Computer Vision Laboratory, University of Maryland, College Park, MD 20742, United States; Camps, O.I., Department of Electrical Engineering, Pennsylvania State University, University Park, PA 16802, United States",Conference Paper,Scopus,2-s2.0-33845564764
"Solem J.E., Overgaard N.Chr., Persson M., Heyden A.",Fast variational segmentation using partial extremal initialization,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1,,1640873,1099,1105,,1,10.1109/CVPR.2006.120,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845577451&doi=10.1109%2fCVPR.2006.120&partnerID=40&md5=63b538661a3aa2a00fd4c7ba478e5ed7,"Applied Mathematics Group, School of Technology and Society, Malmö University, Sweden","Solem, J.E., Applied Mathematics Group, School of Technology and Society, Malmö University, Sweden; Overgaard, N.Chr., Applied Mathematics Group, School of Technology and Society, Malmö University, Sweden; Persson, M., Applied Mathematics Group, School of Technology and Society, Malmö University, Sweden; Heyden, A., Applied Mathematics Group, School of Technology and Society, Malmö University, Sweden",Conference Paper,Scopus,2-s2.0-33845577451
