Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
Bregler Christoph,Learning and recognizing human dynamics in video sequences,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,568,574,,252,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030689150&partnerID=40&md5=c4a1096afc4aa048c710926e5bcf89f6,"Univ of California, Berkeley, United States","Bregler, Christoph, Univ of California, Berkeley, United States",Conference Paper,Scopus,2-s2.0-0030689150
"Beis Jeffrey S., Lowe David G.",Shape indexing using approximate nearest-neighbour search in high-dimensional spaces,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,1000,1006,,471,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030715166&partnerID=40&md5=c0cb79c56addd4767e75d9951c5c12a7,"Univ of British Columbia, Vancouver, Canada","Beis, Jeffrey S., Univ of British Columbia, Vancouver, Canada; Lowe, David G., Univ of British Columbia, Vancouver, Canada",Conference Paper,Scopus,2-s2.0-0030715166
"Kang Sing Bing, Weiss Richard",Characterization of errors in compositing panoramic images,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,103,109,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030648250&partnerID=40&md5=45e29a540b18cb88178efa622f54a184,"Cambridge Research Lab, Cambridge, United States","Kang, Sing Bing, Cambridge Research Lab, Cambridge, United States; Weiss, Richard, Cambridge Research Lab, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0030648250
"Crowley James L., Berard Francois",Multi-modal tracking of faces for video communications,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,640,645,,79,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030715160&partnerID=40&md5=02c689ab98b73f4cf55213a22a260bca,"GRAVIR - IMAG, Grenoble, France","Crowley, James L., GRAVIR - IMAG, Grenoble, France; Berard, Francois, GRAVIR - IMAG, Grenoble, France",Conference Paper,Scopus,2-s2.0-0030715160
Jacobs David,Linear fitting with missing data: Applications to structure-from-motion and to characterizing intensity images,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,206,212,,68,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030676010&partnerID=40&md5=2fbc2b7017c2f3947dc5e5a70bef316b,"NEC Research Inst, Princeton, United States","Jacobs, David, NEC Research Inst, Princeton, United States",Conference Paper,Scopus,2-s2.0-0030676010
Dom Byron E.,MDL estimation for small sample sizes and its application to segmenting binary strings,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,280,287,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030655376&partnerID=40&md5=3bee30750d0866e2dc402807c6e2e534,"IBM Research Div, San Jose, United States","Dom, Byron E., IBM Research Div, San Jose, United States",Conference Paper,Scopus,2-s2.0-0030655376
"Teo Patrick C., Hel-Or Yacov",Computational approach to steerable functions,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,313,318,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030646919&partnerID=40&md5=f5c3b7756d16585070c98f15cca99df2,"Stanford Univ, Stanford, United States","Teo, Patrick C., Stanford Univ, Stanford, United States; Hel-Or, Yacov, Stanford Univ, Stanford, United States",Conference Paper,Scopus,2-s2.0-0030646919
"Fermuller Cornelia, Aloimonos Yiannis",Confounding of translation and rotation in reconstruction from multiple views,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,250,256,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030688143&partnerID=40&md5=7764200e5ba4c4371cee3ab12e930ef5,"Univ of Maryland, College Park, United States","Fermuller, Cornelia, Univ of Maryland, College Park, United States; Aloimonos, Yiannis, Univ of Maryland, College Park, United States",Conference Paper,Scopus,2-s2.0-0030688143
"Freeman W.T., Tenenbaum J.B.",Learning bilinear models for two-factor problems in vision,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,554,560,,35,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030655215&partnerID=40&md5=ba4dc0d1c2c9debe999449506596d71d,"MERL, Cambridge, United States","Freeman, W.T., MERL, Cambridge, United States; Tenenbaum, J.B., MERL, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0030655215
"Reed Michael K., Allen Peter K., Stamos Ioannis",Automated model acquisition from range images with view planning,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,72,77,,16,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030649228&partnerID=40&md5=ccdcbe60f9e01d93ab5df1ba61fdf084,"Columbia Univ, New York, United States","Reed, Michael K., Columbia Univ, New York, United States; Allen, Peter K., Columbia Univ, New York, United States; Stamos, Ioannis, Columbia Univ, New York, United States",Conference Paper,Scopus,2-s2.0-0030649228
Feldman Jacob,Efficient regularity-based grouping,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,288,294,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030655685&partnerID=40&md5=025c4a3d92cb1e8da2627f30c8ef0730,"Rutgers Univ, New Brunswick, United States","Feldman, Jacob, Rutgers Univ, New Brunswick, United States",Conference Paper,Scopus,2-s2.0-0030655685
"Bobick Aaron F., Pinhanez Claudio S.",Controlling view-based algorithms using approximate world models and action information,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,955,961,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030655694&partnerID=40&md5=9b1984009212a57c048c8eb24319bd0b,"MIT Media Lab, Cambridge, United States","Bobick, Aaron F., MIT Media Lab, Cambridge, United States; Pinhanez, Claudio S., MIT Media Lab, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0030655694
"Kimura Satoshi, Yachida Masahiko",Facial expression recognition and its degree estimation,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,295,300,,38,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030700114&partnerID=40&md5=dd444ed82c895bc2e3a4f59c0c0606af,"Lab of Image Information Science and, Technology, Osaka, Japan","Kimura, Satoshi, Lab of Image Information Science and, Technology, Osaka, Japan; Yachida, Masahiko, Lab of Image Information Science and, Technology, Osaka, Japan",Conference Paper,Scopus,2-s2.0-0030700114
Stein G.P.,Lens distortion calibration using point correspondences,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,602,608,,76,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030673588&partnerID=40&md5=608ce420c4848ecafffc1424358f44c5,"MIT Artificial Intelligence Lab, Cambridge, United States","Stein, G.P., MIT Artificial Intelligence Lab, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0030673588
"Ho P.K., Chung R.",Stereo-motion that complements stereo and motion analysis,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,213,218,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030648251&partnerID=40&md5=6c983d7719d9f4b256c0efc662c1d0d8,"Chinese Univ of Hong Kong, Shatin, Hong Kong","Ho, P.K., Chinese Univ of Hong Kong, Shatin, Hong Kong; Chung, R., Chinese Univ of Hong Kong, Shatin, Hong Kong",Conference Paper,Scopus,2-s2.0-0030648251
"Tsao An-Ting, Hung Yi-Ping, Fuh Chiou-Shann, Chen Yong-Sheng",Ego-motion estimation using optical flow fields observed from multiple cameras,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,457,462,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030681620&partnerID=40&md5=6e7e80400430f9dbd254db42586311b8,"Natl Taiwan Univ, Taipei, Taiwan","Tsao, An-Ting, Natl Taiwan Univ, Taipei, Taiwan; Hung, Yi-Ping, Natl Taiwan Univ, Taipei, Taiwan; Fuh, Chiou-Shann, Natl Taiwan Univ, Taipei, Taiwan; Chen, Yong-Sheng, Natl Taiwan Univ, Taipei, Taiwan",Conference Paper,Scopus,2-s2.0-0030681620
Nayar Shree K.,Catadioptric omnidirectional camera,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,482,488,,335,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030704849&partnerID=40&md5=37a9b91060acc65ebd0f4ff18879fd82,"Columbia Univ, New York, United States","Nayar, Shree K., Columbia Univ, New York, United States",Conference Paper,Scopus,2-s2.0-0030704849
"Oren Michael, Papageorgiou Constantine, Sinha Pawan, Osuna Edgar, Poggio Tomaso",Pedestrian detection using wavelet templates,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,193,199,,334,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030700113&partnerID=40&md5=f876e583c85ff3736f77ae41badb7472,"MIT, Cambridge, United States","Oren, Michael, MIT, Cambridge, United States; Papageorgiou, Constantine, MIT, Cambridge, United States; Sinha, Pawan, MIT, Cambridge, United States; Osuna, Edgar, MIT, Cambridge, United States; Poggio, Tomaso, MIT, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0030700113
"Cui Yuntao, Huang Qian",Character extraction of license plates from video,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,502,507,,59,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030649232&partnerID=40&md5=afc7b4754071f3fe9a5dafce91d7827e,"Siemens Corporate Research, Inc, Princeton, United States","Cui, Yuntao, Siemens Corporate Research, Inc, Princeton, United States; Huang, Qian, Siemens Corporate Research, Inc, Princeton, United States",Conference Paper,Scopus,2-s2.0-0030649232
"Fornland Par, Schnorr Christoph",Robust and convergent iterative approach for determining the dominant plane from two views without correspondence and calibration,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,508,513,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030646925&partnerID=40&md5=672f88d80934e1447a8f0a9cedca2ba6,"Royal Inst of Technology (KTH), Stockholm, Sweden","Fornland, Par, Royal Inst of Technology (KTH), Stockholm, Sweden; Schnorr, Christoph, Royal Inst of Technology (KTH), Stockholm, Sweden",Conference Paper,Scopus,2-s2.0-0030646925
"Berger Martin, Danuser Gaudenz",Deformable multi template matching with application to portal images,1997,Proceedings of the IEEE Computer Society Conference on Computer  Vision and Pattern Recognition,,,,374,379,,11,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030654846&partnerID=40&md5=10173147b309856f9b674fdc2fcf389a,"Swiss Federal Inst of Technology, Zurich, Switzerland","Berger, Martin, Swiss Federal Inst of Technology, Zurich, Switzerland; Danuser, Gaudenz, Swiss Federal Inst of Technology, Zurich, Switzerland",Conference Paper,Scopus,2-s2.0-0030654846
"Zhang Dongmei, Hebert Martial",Multi-scale classification of 3-D objects,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,864,869,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030649238&partnerID=40&md5=bc9aa1bdd290480594a2a431946315f9,"Carnegie Mellon Univ, Pittsburgh, United States","Zhang, Dongmei, Carnegie Mellon Univ, Pittsburgh, United States; Hebert, Martial, Carnegie Mellon Univ, Pittsburgh, United States",Conference Paper,Scopus,2-s2.0-0030649238
"Vasconcelos Nuno, Lippman Andrew",Empirical Bayesian EM-based motion segmentation,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,527,532,,14,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030647289&partnerID=40&md5=a9d11f19a8fbb1895b1bd46a12c658d3,"MIT Media Lab, Cambridge, United States","Vasconcelos, Nuno, MIT Media Lab, Cambridge, United States; Lippman, Andrew, MIT Media Lab, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0030647289
"Siddiqi Kaleem, Lauziere Yves Berube, Tannenbaum Allen, Zucker Steven W.",Area and length minimizing flows for shape segmentation,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,621,627,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030647291&partnerID=40&md5=9f1d426005f59f3398e4301cc366dfc2,"Yale Univ, New Haven, United States","Siddiqi, Kaleem, Yale Univ, New Haven, United States; Lauziere, Yves Berube, Yale Univ, New Haven, United States; Tannenbaum, Allen, Yale Univ, New Haven, United States; Zucker, Steven W., Yale Univ, New Haven, United States",Conference Paper,Scopus,2-s2.0-0030647291
"Ben-Arie Jezekiel, Wang Zhiqian",Pictorial recognition using affine-invariant spectral signatures,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,34,39,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030710944&partnerID=40&md5=5858adba3fef4edbb99943f0a3483e78,"Univ of Illinois at Chicago, Chicago, United States","Ben-Arie, Jezekiel, Univ of Illinois at Chicago, Chicago, United States; Wang, Zhiqian, Univ of Illinois at Chicago, Chicago, United States",Conference Paper,Scopus,2-s2.0-0030710944
Fua P.,Model-based approach to accurate and consistent 3D-modeling of drainage and surrounding terrain,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,903,908,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030689152&partnerID=40&md5=ab71f5d473d6933d2594f276af1f18b3,"EPFL, Lausanne, Switzerland","Fua, P., EPFL, Lausanne, Switzerland",Conference Paper,Scopus,2-s2.0-0030689152
Rucklidge William,Efficient guaranteed search for gray-level patterns,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,717,723,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030711773&partnerID=40&md5=8b56e5b59f588151ec0568533b7a5920,"Xerox Palo Alto Research Cent, Palo Alto, United States","Rucklidge, William, Xerox Palo Alto Research Cent, Palo Alto, United States",Conference Paper,Scopus,2-s2.0-0030711773
"Wang Xiaoguang, Stolle Frank, Schultz Howard, Riseman Edward M., Hanson Allen R.",Using three-dimensional features to improve terrain classification,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,915,920,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030699861&partnerID=40&md5=4cbcecaf1c9213a15c091c584d68ea9d,"Univ of Massachusetts, Amherst, United States","Wang, Xiaoguang, Univ of Massachusetts, Amherst, United States; Stolle, Frank, Univ of Massachusetts, Amherst, United States; Schultz, Howard, Univ of Massachusetts, Amherst, United States; Riseman, Edward M., Univ of Massachusetts, Amherst, United States; Hanson, Allen R., Univ of Massachusetts, Amherst, United States",Conference Paper,Scopus,2-s2.0-0030699861
"Stein G.P., Shashua A.",Model-based brightness constraints: On direct estimation of structure and motion,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,400,406,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030679334&partnerID=40&md5=3466bb4e4b4054fabb76851cf302bab7,"Massachusetts Inst of Technology, Cambridge, United States","Stein, G.P., Massachusetts Inst of Technology, Cambridge, United States; Shashua, A., Massachusetts Inst of Technology, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0030679334
"Wilson Andrew D., Bobick Aaron F., Cassell Justine",Temporal classification of natural gesture and application to video coding,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,948,954,,20,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030655041&partnerID=40&md5=d6fdcb9a53c8152015d8b94a5b2cdc87,"MIT Media Lab, Cambridge, United States","Wilson, Andrew D., MIT Media Lab, Cambridge, United States; Bobick, Aaron F., MIT Media Lab, Cambridge, United States; Cassell, Justine, MIT Media Lab, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0030655041
"Xiong Yalin, Turkowski Ken",Creating image-based VR using a self-calibrating fisheye lens,1997,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,237,243,,92,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030655032&partnerID=40&md5=3c1a5581d8322bf90b2425cbaf49f760,"QuickTime VR Group, Cupertino, United States","Xiong, Yalin, QuickTime VR Group, Cupertino, United States; Turkowski, Ken, QuickTime VR Group, Cupertino, United States",Conference Paper,Scopus,2-s2.0-0030655032
